pl_name,hostname,tic_id,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma,v_esc,"Loss/0.01protoatm., t=0.1 Gyr",insol_0.1_Gyr,"Loss/0.01protoatm., t=0.6 Gyr",insol_0.6_Gyr,"Loss/0.01protoatm., t=1.0 Gyr",insol_1.0_Gyr,"Loss/0.01protoatm., t=5.0 Gyr",insol_5.0_Gyr,"Loss/0.01protoatm., t=10.0 Gyr",insol_10.0_Gyr,"Loss/0.01protoatm., star_age",insol_star_age
TOI-519 b,TOI-519,TIC 218795833,0.0159,11.54525012,147.154552441,M V,3322.0,0.35,0.335,0.014,5.4,M3.5V,0.00100,0.6,1.23,39.9,0.08395,55.8,0.50370,135.6,0.74646,177.9,1.34890,250.3,1.54708,267.6,1.37250,257.2
TOI-1294 b,TOI-1294,TIC 219015370,0.051,10.12369881,63.9,,5718.0,1.5566,1.1578,2.336,6.2,G3V,0.00100,0.1,1.23,28.1,4.83367,898.1,11.93172,898.1,13.47453,898.1,17.30319,898.1,18.56264,898.1,17.71574,928.4
TOI-1244 b,TOI-1244,TIC 219850915,0.060694,2.467,6.6,,4599.0,0.721,0.73,0.235,5.9,K4V,0.00100,0.1,1.23,18.3,0.46573,63.8,1.14962,63.8,1.29827,63.8,1.66716,63.8,1.78851,63.8,1.69792,65.6
TOI-1295 b,TOI-1295,TIC 219852584,0.047,15.69257298,451.31633794,F,6280.0,1.7,1.38,3.860,2.0,F7V,0.00100,0.1,1.23,60.0,0.70218,1747.4,1.73329,1747.4,1.95741,1747.4,2.51359,1747.4,2.69655,1747.4,2.22233,1559.8
TOI-1296 b,TOI-1296,TIC 219854185,0.051,14.11645916,95.3,,5567.0,1.7031,1.1576,2.521,7.1,G7V,0.00100,0.1,1.23,29.0,6.35848,969.2,15.69562,969.2,17.72512,969.2,22.76154,969.2,24.41829,969.2,23.63266,1016.0
TOI-1742 b,TOI-1742,TIC 219857012,0.154,2.36507598,9.7,,5815.0,1.131,1.0861,1.322,3.9,G1V,0.00100,0.1,1.23,22.6,0.16600,55.7,0.40977,55.7,0.46275,55.7,0.59424,55.7,0.63749,55.7,0.57698,54.6
TOI-2796 b,TOI-2796,TIC 220076110,0.0569,17.26183028,139.84449908,,5764.0,1.069,1.063,1.136,4.0,G2V,0.00100,0.1,1.23,31.8,1.95460,350.9,4.82484,350.9,5.44870,350.9,6.99690,350.9,7.50619,350.9,6.81490,345.1
TOI-269 b,TOI-269,TIC 220479565,0.0345,2.77,8.8,M2 V,3514.0,0.398,0.3917,0.023,nan,M2.5V,0.00100,0.6,1.23,19.9,0.11016,19.0,0.66095,46.1,0.97950,60.4,1.77002,85.1,2.03007,90.9,nan,nan
TOI-3486 b,TOI-3486,TIC 221861843,0.03138,10.5700688,99.162462984,,4930.0,0.788,0.837,0.329,5.8,K3V,0.00100,0.1,1.23,34.2,0.84989,334.1,2.09793,334.1,2.36920,334.1,3.04238,334.1,3.26383,334.1,3.09281,342.9
HD 86226 c,HD 86226,TIC 22221375,0.049,2.16,7.25,G1 V,5863.0,1.053,1.019,1.180,4.6,G1V,0.00100,0.1,1.23,20.5,1.99574,491.5,4.92641,491.5,5.56341,491.5,7.14420,491.5,7.66421,491.5,7.07587,491.5
TOI-4438 b,TOI-4438,TIC 22233480,0.0534,2.52,5.4,M3.5 V,3422.0,0.372,0.368,0.017,5.1,M3V,0.00100,0.6,1.23,16.4,0.06954,6.0,0.41725,14.5,0.61834,19.1,1.11739,26.9,1.28155,28.7,1.12245,27.2
TOI-251 b,TOI-251,TIC 224225541,0.05741,2.74,317.83,,5875.0,0.881,1.036,0.831,0.18,G1V,0.00100,0.1,1.23,120.4,0.00109,252.1,0.00268,252.1,0.00303,252.1,0.00389,252.1,0.00418,252.1,0.00169,110.2
TOI-333 b,TOI-333,TIC 224245334,0.049,4.26,20.1,,6241.0,1.1,1.2,1.643,1.0,F7V,0.00100,0.1,1.23,24.3,2.77311,684.2,6.84529,684.2,7.73041,684.2,9.92693,684.2,10.64949,684.2,7.73041,538.0
TOI-1279 b,TOI-1279,TIC 224297258,0.085,2.66146528,10.6,,5457.0,0.8426,0.8784,0.571,4.2,G8V,0.00100,0.1,1.23,22.3,0.28086,79.0,0.69328,79.0,0.78293,79.0,1.00539,79.0,1.07857,79.0,0.98507,78.2
TOI-1181 b,TOI-1181,TIC 229510866,0.0364,17.02644168,374.719691853,F9 IV,6054.0,1.961,1.467,4.390,2.7,F9V,0.00100,0.1,1.23,52.4,2.46688,3313.3,6.08938,3313.3,6.87676,3313.3,8.83073,3313.3,9.47349,3313.3,8.16662,3093.7
TOI-1438 c,TOI-1438,TIC 229650439,0.083,2.75,10.6,K0 V,5230.0,0.82,0.876,0.450,2.2,K0V,0.00100,0.1,1.23,21.9,0.25608,65.3,0.63212,65.3,0.71385,65.3,0.91669,65.3,0.98341,65.3,0.82259,59.2
TOI-1438 b,TOI-1438,TIC 229650439,0.0553,3.04,9.4,K0 V,5230.0,0.82,0.876,0.450,2.2,K0V,0.00100,0.1,1.23,19.7,0.99096,147.1,2.44614,147.1,2.76244,147.1,3.54736,147.1,3.80556,147.1,3.18322,133.3
TOI-1347 b,TOI-1347,TIC 229747848,0.0171,1.8,11.1,,5464.0,0.83,0.913,0.550,1.4,G8V,0.00100,0.1,1.23,27.8,1.88569,1880.9,4.65475,1880.9,5.25663,1880.9,6.75025,1880.9,7.24158,1880.9,5.61615,1580.0
TOI-1347 c,TOI-1347,TIC 229747848,0.0546,1.6,6.4,,5464.0,0.83,0.913,0.550,1.4,G8V,0.00100,0.1,1.23,22.4,0.39076,184.5,0.96457,184.5,1.08929,184.5,1.39880,184.5,1.50061,184.5,1.16379,155.0
TOI-5720 b,TOI-5720,TIC 230055368,0.018288,1.09,4.3,M3.5 +/- 1.0,3325.0,0.383,0.383,0.016,5.0,M3.5V,0.00100,0.6,1.23,22.2,0.07163,48.3,0.42980,117.4,0.63694,154.0,1.15099,216.7,1.32009,231.7,1.15099,218.8
TOI-1246 e,TOI-1246,TIC 230127302,0.212,3.5141875,14.5,K V,5213.0,0.8649,0.8889,0.500,6.3,K1V,0.00100,0.1,1.23,22.7,0.04864,11.1,0.12006,11.1,0.13558,11.1,0.17411,11.1,0.18678,11.1,0.17856,11.5
TOI-1246 d,TOI-1246,TIC 230127302,0.132,3.43139739,5.4,K V,5213.0,0.8649,0.8889,0.500,6.3,K1V,0.00100,0.1,1.23,14.0,0.84213,28.7,2.07876,28.7,2.34755,28.7,3.01459,28.7,3.23401,28.7,3.09167,29.7
TOI-1246 b,TOI-1246,TIC 230127302,0.049,3.01,8.1,K V,5151.0,0.86,0.87,0.500,6.3,K1V,0.00100,0.1,1.23,18.3,1.83332,208.2,4.52548,208.2,5.11064,208.2,6.56278,208.2,7.04047,208.2,6.73058,215.6
TOI-1246 c,TOI-1246,TIC 230127302,0.061,2.45109846,9.1,K V,5213.0,0.8649,0.8889,0.500,6.3,K1V,0.00100,0.1,1.23,21.5,0.50611,134.4,1.24930,134.4,1.41084,134.4,1.81172,134.4,1.94359,134.4,1.85804,139.1
HD 135694 b,HD 135694,TIC 232540264,0.124695,2.857,6.1,,5712.0,1.08,1.02,1.095,9.8,G3V,0.00100,0.1,1.23,16.3,0.93479,70.4,2.30749,70.4,2.60586,70.4,3.34629,70.4,3.58986,70.4,3.58329,76.1
TOI-4600 b,TOI-4600,TIC 232608943,0.349,6.8,959.84178914,K V,5170.0,0.81,0.89,0.420,2.3,K1V,0.00100,0.1,1.23,132.8,0.00002,3.4,0.00006,3.4,0.00007,3.4,0.00009,3.4,0.00010,3.4,0.00008,3.1
TOI-4600 c,TOI-4600,TIC 232608943,1.152,9.42,2946.26933289,K V,5170.0,0.81,0.89,0.420,2.3,K1V,0.00100,0.1,1.23,197.7,0.00000,0.3,0.00000,0.3,0.00000,0.3,0.00000,0.3,0.00000,0.3,0.00000,0.3
TOI-1248 b,TOI-1248,TIC 232612416,0.051,6.8084859,27.4,,5205.0,0.8686,0.9042,0.501,5.5,K1V,0.00100,0.1,1.23,22.4,1.71507,192.6,4.23358,192.6,4.78099,192.6,6.13947,192.6,6.58634,192.6,6.20522,196.6
TOI-5882 b,TOI-5882,TIC 232941965,0.0804,11.46678726,6995.40323807,,5920.0,2.26,1.334,5.670,4.11,G0V,0.00100,0.1,1.23,276.1,0.00057,877.1,0.00141,877.1,0.00160,877.1,0.00205,877.1,0.00220,877.1,0.00200,865.4
TOI-1173 b,TOI-1173,TIC 232967440,0.0696,9.19,27.4,G9,5350.0,0.934,0.911,0.678,8.7,G9V,0.00100,0.1,1.23,19.3,3.06471,140.0,7.56509,140.0,8.54328,140.0,10.97078,140.0,11.76931,140.0,11.61893,149.7
TOI-1249 b,TOI-1249,TIC 232976128,0.109,3.2710301,11.9,,5497.0,0.9785,1.0062,0.792,4.0,G8V,0.00100,0.1,1.23,21.3,0.34895,66.7,0.86138,66.7,0.97276,66.7,1.24916,66.7,1.34008,66.7,1.21667,65.6
TOI-1439 b,TOI-1439,TIC 232982558,0.192,4.2427861,38.5,,5841.0,1.6184,1.2313,2.760,4.6,G1V,0.00100,0.1,1.23,33.7,0.08171,74.9,0.20170,74.9,0.22778,74.9,0.29250,74.9,0.31379,74.9,0.28970,74.9
TOI-1184 b,TOI-1184,TIC 233087860,0.056027,2.39,6.8,,4534.0,0.69,0.71,0.199,5.3,K4V,0.00100,0.1,1.23,18.9,0.39643,63.4,0.97856,63.4,1.10509,63.4,1.41910,63.4,1.52239,63.4,1.42843,64.4
TOI-1749 c,TOI-1749,TIC 233602827,0.0443,2.12,14.0,M0 V,3985.0,0.55,0.58,0.070,0.8,K8V,0.00100,0.1,1.23,28.7,0.03659,35.5,0.09033,35.5,0.10201,35.5,0.13099,35.5,0.14052,35.5,0.09707,26.6
TOI-1749 d,TOI-1749,TIC 233602827,0.0707,2.52,15.0,M0 V,3985.0,0.55,0.58,0.070,0.8,K8V,0.00100,0.1,1.23,27.3,0.02102,14.0,0.05189,14.0,0.05859,14.0,0.07524,14.0,0.08072,14.0,0.05576,10.4
TOI-1749 b,TOI-1749,TIC 233602827,0.0291,1.39,57.0,M0 V,3985.0,0.55,0.58,0.070,0.8,K8V,0.00100,0.1,1.23,71.6,0.00144,82.4,0.00356,82.4,0.00402,82.4,0.00516,82.4,0.00554,82.4,0.00383,61.6
TOI-1203.01,TOI-1203,TIC 23434737,0.1632,2.918,7.39,G3 V,5737.0,1.179,0.886,1.348,12.5,G3V,0.00100,0.1,1.23,17.8,0.48779,50.6,1.20408,50.6,1.35977,50.6,1.74613,50.6,1.87323,50.6,1.91002,55.9
L 168-9 b,L 168-9,TIC 234994474,0.0208,1.63,4.07,M0.5 V,3842.0,0.604,0.614,0.072,nan,M0V,0.00100,0.6,1.23,17.7,0.92538,167.1,5.55227,406.2,8.22823,533.0,14.86894,750.1,17.05343,801.9,nan,nan
TOI-2095 c,TOI-2095,TIC 235678745,0.137,1.33,7.4,M2.5 V,3759.0,0.44,0.44,0.035,1.0,M0.5V,0.00100,0.6,1.23,26.4,0.00169,1.9,0.01011,4.5,0.01498,5.9,0.02708,8.3,0.03106,8.9,0.01498,4.6
TOI-2095 b,TOI-2095,TIC 235678745,0.101,1.25,4.1,M2.5 V,3759.0,0.44,0.44,0.035,1.0,M0.5V,0.00100,0.6,1.23,20.2,0.00839,3.4,0.05031,8.3,0.07456,10.9,0.13474,15.3,0.15453,16.4,0.07456,8.5
TOI-1298 b,TOI-1298,TIC 237104103,0.057,9.65807033,99.0,,5752.0,1.4536,1.2187,2.092,4.3,G2V,0.00100,0.1,1.23,35.8,1.25355,643.9,3.09434,643.9,3.49445,643.9,4.48737,643.9,4.81399,643.9,4.40913,638.8
HIP 97166 b,HIP 97166,TIC 237222864,0.091,2.4801338,19.1,K0 V,5216.0,0.8418,0.9342,0.473,1.2,K1V,0.00100,0.1,1.23,31.0,0.05059,57.1,0.12488,57.1,0.14103,57.1,0.18110,57.1,0.19428,57.1,0.14635,46.6
TOI-1443 b,TOI-1443,TIC 237232044,0.147,2.30381001,30.0,,5224.0,0.7511,0.7663,0.380,7.4,K0V,0.00100,0.1,1.23,40.3,0.00506,17.6,0.01249,17.6,0.01411,17.6,0.01811,17.6,0.01943,17.6,0.01889,18.5
TOI-3919 b,TOI-3919,TIC 23769326,0.0795,12.31866979,1233.17421916,,6100.0,1.319,1.208,2.168,3.1,F9V,0.00100,0.1,1.23,111.9,0.00893,343.0,0.02205,343.0,0.02490,343.0,0.03197,343.0,0.03430,343.0,0.03014,326.5
TIC 237913194 b,TIC 237913194,TIC 237913194,0.1207,12.520453,617.22586,G3,5788.0,1.088,1.026,1.196,5.7,G2V,0.00100,0.1,1.23,78.5,0.00896,82.1,0.02211,82.1,0.02497,82.1,0.03207,82.1,0.03440,82.1,0.03254,84.1
TOI-2416 b,TOI-2416,TIC 237922465,0.0831,9.86390302,953.485221,,5808.0,1.236,1.118,1.574,4.9,G2V,0.00100,0.1,1.23,109.9,0.00510,227.9,0.01258,227.9,0.01421,227.9,0.01824,227.9,0.01957,227.9,0.01820,229.6
TOI-4940 b,TOI-4940,TIC 237929468,0.165,6.61,89.0,G8 V,5504.0,1.163,1.012,1.116,9.8,G8V,0.00100,0.1,1.23,41.0,0.03166,41.0,0.07814,41.0,0.08824,41.0,0.11332,41.0,0.12157,41.0,0.12134,44.3
GJ 806 b,GJ 806,TIC 239332587,0.01406,1.331,1.9,M1.5 V,3600.0,0.4144,0.413,0.026,5.0,M1.5V,0.00100,0.6,1.23,13.4,1.81848,131.4,10.91087,319.5,16.16946,419.3,29.21925,590.0,33.51202,630.8,29.21925,595.7
TOI-2570 b,TOI-2570,TIC 239816546,0.04145,13.64132951,260.61929374,,5771.0,1.095,1.063,1.199,4.4,G2V,0.00100,0.1,1.23,48.9,0.55241,697.9,1.36359,697.9,1.53991,697.9,1.97746,697.9,2.12140,697.9,1.94832,694.2
TOI-5110 b,TOI-5110,TIC 239977528,0.2157,11.98240037,921.7023803,,6160.0,2.333,1.469,7.030,4.0,F8V,0.00100,0.1,1.23,98.1,0.00648,151.1,0.01600,151.1,0.01807,151.1,0.02320,151.1,0.02489,151.1,0.02260,148.6
TOI-3693 b,TOI-3693,TIC 240823272,0.0813,12.59889431,324.18497514,,5321.0,0.791,0.867,0.453,3.0,K0V,0.00100,0.1,1.23,56.7,0.02762,68.5,0.06818,68.5,0.07700,68.5,0.09888,68.5,0.10608,68.5,0.09279,64.9
TOI-1467 b,TOI-1467,TIC 240968774,0.050748,1.92,9.0,,3834.0,0.491,0.489,0.038,7.2,M0V,0.00100,0.6,1.23,24.2,0.02731,14.8,0.16385,35.9,0.24282,47.1,0.43879,66.2,0.50325,70.8,0.47398,72.2
TIC 241249530 b,TIC 241249530,TIC 241249530,0.641,13.29385111,1582.78546686,,6166.0,1.397,1.271,2.560,3.2,F8V,0.00100,0.1,1.23,122.0,0.00012,6.2,0.00031,6.2,0.00034,6.2,0.00044,6.2,0.00048,6.2,0.00042,6.0
TOI-1468 c,TOI-1468,TIC 243185500,0.08608,2.126,4.1,M3.0 V,3376.0,0.3714,0.3527,0.016,nan,M3V,0.00100,0.6,1.23,15.5,0.02637,2.2,0.15823,5.3,0.23450,6.9,0.42375,9.8,0.48601,10.5,nan,nan
TOI-1468 b,TOI-1468,TIC 243185500,0.02107,1.401,3.04,M3.0 V,3376.0,0.3714,0.3527,0.016,nan,M3V,0.00100,0.6,1.23,16.5,0.22912,36.4,1.37474,88.4,2.03731,116.0,3.68155,163.2,4.22243,174.5,nan,nan
TOI-2338 b,TOI-2338,TIC 24358417,0.158,11.2089807,1900.61387386,,5581.0,1.05,0.99,0.970,7.0,G6V,0.00100,0.1,1.23,145.6,0.00032,38.9,0.00079,38.9,0.00089,38.9,0.00115,38.9,0.00123,38.9,0.00119,40.7
TOI-3235 b,TOI-3235,TIC 243641947,0.02709,11.39953337,211.355890655,M V,3388.8,0.3697,0.3939,0.016,nan,M3V,0.00100,0.6,1.23,48.1,0.01553,22.1,0.09320,53.8,0.13812,70.5,0.24959,99.3,0.28626,106.1,nan,nan
TOI-3688 A b,TOI-3688 A,TIC 245509452,0.0456,13.08088048,311.47183886,,5950.0,1.302,1.199,1.920,3.3,G0V,0.00100,0.1,1.23,54.6,0.45121,923.4,1.11378,923.4,1.25780,923.4,1.61519,923.4,1.73276,923.4,1.53519,886.1
TOI-4552 b,TOI-4552,TIC 248250955,0.0056255,1.11,1.83,M4.5 V,3258.0,0.2869,0.2619,0.008,nan,M3.5V,0.00100,0.6,1.23,14.4,2.28500,264.2,13.71000,642.1,20.31766,842.6,36.71531,1185.8,42.10938,1267.7,nan,nan
TOI-5293 A b,TOI-5293 A,TIC 250111245,0.034,11.9,170.4,M3+/-1,3586.0,0.52,0.54,0.042,2.9,M2V,0.00100,0.6,1.23,42.3,0.04493,36.6,0.26958,88.8,0.39951,116.6,0.72193,164.1,0.82800,175.4,0.62587,143.6
TOI-178 b,TOI-178,TIC 251848941,0.02607,1.2,0.96,K,4316.0,0.662,0.647,0.136,6.0,K6V,0.00100,0.1,1.23,10.0,7.94678,200.1,19.61627,200.1,22.15272,200.1,28.44721,200.1,30.51781,200.1,29.02423,206.1
TOI-178 d,TOI-178,TIC 251848941,0.0592,2.695,5.2,K,4316.0,0.662,0.647,0.136,6.0,K6V,0.00100,0.1,1.23,15.5,0.59497,38.8,1.46867,38.8,1.65857,38.8,2.12984,38.8,2.28486,38.8,2.17304,40.0
TOI-178 e,TOI-178,TIC 251848941,0.0783,2.301,3.48,K,4316.0,0.662,0.647,0.136,6.0,K6V,0.00100,0.1,1.23,13.7,0.47265,22.2,1.16672,22.2,1.31758,22.2,1.69195,22.2,1.81511,22.2,1.72627,22.9
TOI-178 c,TOI-178,TIC 251848941,0.037,1.754,4.64,K,4316.0,0.662,0.647,0.136,6.0,K6V,0.00100,0.1,1.23,18.2,0.52738,99.3,1.30181,99.3,1.47014,99.3,1.88786,99.3,2.02527,99.3,1.92615,102.3
TOI-178 g,TOI-178,TIC 251848941,0.1275,2.939,4.4,K,4316.0,0.662,0.647,0.136,6.0,K6V,0.00100,0.1,1.23,13.7,0.23235,8.4,0.57355,8.4,0.64771,8.4,0.83175,8.4,0.89229,8.4,0.84862,8.6
TOI-1130 b,TOI-1130,TIC 254113311,0.0453,3.66,19.8,K6-K7,4360.0,0.697,0.745,0.140,5.4,K6V,0.00100,0.1,1.23,26.0,0.18071,68.2,0.44607,68.2,0.50375,68.2,0.64688,68.2,0.69397,68.2,0.65249,69.5
TOI-1130 c,TOI-1130,TIC 254113311,0.0731,13.0,336.0,K6-K7,4360.0,0.697,0.745,0.140,5.4,K6V,0.00100,0.1,1.23,56.8,0.01080,26.2,0.02666,26.2,0.03010,26.2,0.03866,26.2,0.04147,26.2,0.03899,26.7
TIC 257060897 b,TIC 257060897,TIC 257060897,0.04922,17.26183028,201.503210038,F,5993.0,1.863,1.187,4.030,5.6,F9.5V,0.00100,0.1,1.23,38.2,4.46329,1663.5,11.01744,1663.5,12.44203,1663.5,15.97732,1663.5,17.14026,1663.5,16.18036,1700.9
NGTS-20 b,NGTS-20,TIC 257527578,0.313,11.99360935,947.12865286,G1 IV,5980.0,1.78,1.47,4.416,4.1,F9.5V,0.00100,0.1,1.23,99.3,0.00184,45.1,0.00453,45.1,0.00512,45.1,0.00657,45.1,0.00705,45.1,0.00642,44.5
TOI-451 d,TOI-451,TIC 257605131,0.1168,3.93,10.2,G8 V,5490.0,0.85,0.93,0.590,0.125,G8V,0.00100,0.1,1.23,18.0,0.53441,43.2,1.31916,43.2,1.48974,43.2,1.91303,43.2,2.05228,43.2,0.65065,14.9
TOI-451 c,TOI-451,TIC 257605131,0.0795,2.93,3.7,G8 V,5490.0,0.85,0.93,0.590,0.125,G8V,0.00100,0.1,1.23,12.6,3.63285,93.4,8.96752,93.4,10.12705,93.4,13.00456,93.4,13.95113,93.4,4.42304,32.1
TOI-451 b,TOI-451,TIC 257605131,0.0274,1.84,4.7,G8 V,5490.0,0.85,0.93,0.590,0.125,G8V,0.00100,0.1,1.23,17.9,4.69395,785.9,11.58681,785.9,13.08502,785.9,16.80301,785.9,18.02606,785.9,5.71495,269.9
TOI-1444 b,TOI-1444,TIC 258514800,0.0116,1.41792246,3.58,G,5460.0,0.9105,0.9513,0.667,3.8,G8V,0.00100,0.1,1.23,17.8,23.35271,4956.9,57.64515,4956.9,65.09885,4956.9,83.59608,4956.9,89.68080,4956.9,80.90581,4843.7
TOI-2431 b,TOI-2431,TIC 258804746,0.0063,1.534,6.2,K7 V,4109.0,0.651,0.661,0.109,2.0,K7V,0.00100,0.1,1.23,22.5,5.46227,2746.3,13.48338,2746.3,15.22683,2746.3,19.55339,2746.3,20.97663,2746.3,17.28765,2451.5
TOI-2567 b,TOI-2567,TIC 258920431,0.0672,10.92875618,63.883509807,,5611.0,1.686,1.13,2.540,7.6,G6V,0.00100,0.1,1.23,27.0,3.81029,562.5,9.40553,562.5,10.62170,562.5,13.63976,562.5,14.63256,562.5,14.25829,593.6
TOI-5218 b,TOI-5218,TIC 259172249,0.0469,9.86,657.0,,4230.0,0.708,0.739,0.150,6.7,K6V,0.00100,0.1,1.23,91.3,0.00321,68.2,0.00792,68.2,0.00894,68.2,0.01148,68.2,0.01232,68.2,0.01185,71.1
TOI-270 c,TOI-270,TIC 259377017,0.04526,2.33,6.2,M,3506.0,0.38,0.386,0.019,nan,M2.5V,0.00100,0.6,1.23,18.2,0.06601,9.5,0.39604,23.0,0.58691,30.2,1.06059,42.5,1.21641,45.4,nan,nan
TOI-270 b,TOI-270,TIC 259377017,0.03197,1.28,1.48,M,3506.0,0.38,0.386,0.019,nan,M2.5V,0.00100,0.6,1.23,12.0,0.38490,19.0,2.30943,46.1,3.42248,60.5,6.18463,85.2,7.09325,91.1,nan,nan
TOI-270 d,TOI-270,TIC 259377017,0.0721,2.0,4.2,M3 V,3506.0,0.38,0.386,0.019,nan,M2.5V,0.00100,0.6,1.23,16.2,0.03585,3.7,0.21508,9.1,0.31874,11.9,0.57599,16.8,0.66061,17.9,nan,nan
LHS 1815 b,LHS 1815,TIC 260004324,0.0404,1.088,1.58,M1,3643.0,0.501,0.502,0.041,nan,M1V,0.00100,0.6,1.23,13.5,0.27449,25.1,1.64692,61.1,2.44067,80.1,4.41045,112.8,5.05841,120.5,nan,nan
TOI-1338 b,TOI-1338 A,TIC 260128333,0.4607,7.661,11.3,F8,5723.2,1.313,1.0936,2.133,4.4,G3V,0.00100,0.1,1.23,13.6,0.74951,10.0,1.85012,10.0,2.08935,10.0,2.68302,10.0,2.87831,10.0,2.64348,10.0
TOI-5349 b,TOI-5349,TIC 26054627,0.0369,10.2,127.4,M1+/-0.5,3751.0,0.58,0.61,0.063,9.0,M0.5V,0.00100,0.6,1.23,39.5,0.06407,46.3,0.38444,112.5,0.56973,147.6,1.02954,207.7,1.18079,222.0,1.15933,236.1
pi Men c,HD 39091,TIC 261136679,0.06839,2.0189,3.63,G0 V,5998.0,1.17,1.07,1.440,2.98,F9.5V,0.00100,0.1,1.23,15.0,4.07228,307.9,10.05225,307.9,11.35204,307.9,14.57761,307.9,15.63868,307.9,13.66749,291.4
TOI-905 b,TOI-905,TIC 261867566,0.04666,13.125739,211.99261,,5570.0,0.918,0.968,0.730,3.4,G7V,0.00100,0.1,1.23,44.9,0.35735,335.3,0.88210,335.3,0.99616,335.3,1.27921,335.3,1.37232,335.3,1.22060,323.0
GJ 3090 b,GJ 3090,TIC 262530407,0.0316,2.18,4.52,M2 V,3707.0,0.516,0.519,0.045,nan,M1V,0.00100,0.6,1.23,16.1,0.48940,45.6,2.93637,110.8,4.35159,145.3,7.86360,204.5,9.01888,218.7,nan,nan
HD 5278 b,HD 5278,TIC 263003176,0.1202,2.45,7.8,F V,6203.0,1.194,1.126,1.907,3.0,F8V,0.00100,0.1,1.23,19.9,0.67574,132.0,1.66804,132.0,1.88373,132.0,2.41897,132.0,2.59504,132.0,2.27002,125.1
TOI-2498 b,TOI-2498,TIC 263179590,0.0491,6.06,34.62,,5905.0,1.26,1.12,1.866,3.6,G0V,0.00100,0.1,1.23,26.7,3.04385,774.0,7.51360,774.0,8.48513,774.0,10.89610,774.0,11.68920,774.0,10.47372,751.2
HD 207897 b,HD 207897,TIC 264678534,0.117,2.34302132,14.8,K0 V,5106.0,0.7827,0.8208,0.379,4.7,K2V,0.00100,0.1,1.23,28.1,0.03444,27.7,0.08500,27.7,0.09599,27.7,0.12327,27.7,0.13224,27.7,0.12240,27.8
TOI-2010 b,TOI-2010,TIC 26547036,0.5516,11.81426566,408.727331402,F0,5929.0,1.079,1.112,1.299,1.9,G0V,0.00100,0.1,1.23,65.8,0.00089,4.3,0.00220,4.3,0.00249,4.3,0.00320,4.3,0.00343,4.3,0.00280,3.8
TOI-5210 b,TOI-5210,TIC 265979849,0.0557,10.72699453,81.999729006,,5723.0,1.209,1.105,1.420,5.3,G3V,0.00100,0.1,1.23,30.9,1.77959,457.7,4.39285,457.7,4.96086,457.7,6.37044,457.7,6.83413,457.7,6.41233,465.2
HD 219666 b,HD 219666,TIC 266980320,0.06356,4.898,17.6,G5 V,5540.0,1.059,1.02,0.938,10.0,G7V,0.00100,0.1,1.23,21.2,1.86550,232.2,4.60490,232.2,5.20033,232.2,6.67796,232.2,7.16403,232.2,7.16403,251.5
TOI-5300 b,TOI-5300,TIC 267215820,0.0295,9.86390302,190.6970442,K4 V,4610.0,0.65,0.67,0.173,nan,K4V,0.00100,0.1,1.23,49.2,0.11112,198.8,0.27430,198.8,0.30976,198.8,0.39778,198.8,0.42674,198.8,nan,nan
HD 2685 b,HD 2685,TIC 267263253,0.0568,16.14096,371.8611,,6801.0,1.56,1.43,4.660,1.31,F2V,0.00100,0.1,1.23,53.7,0.93036,1444.4,2.29656,1444.4,2.59351,1444.4,3.33043,1444.4,3.57284,1444.4,2.73694,1198.5
WD 1856+534 b,WD 1856+534,TIC 267574918,0.0204,10.4,4386.054,DC,4710.0,0.0131,0.518,0.000,7.93,K4V,0.00100,0.1,1.23,229.6,0.00000,0.2,0.00000,0.2,0.00000,0.2,0.00000,0.2,0.00000,0.2,0.00000,0.2
TOI-1937 A b,TOI-1937 A,TIC 268301217,0.01932,13.97759893,638.83509807,,5814.0,1.08,1.072,1.202,3.6,G2V,0.00100,0.1,1.23,75.6,0.45639,3220.2,1.12658,3220.2,1.27225,3220.2,1.63375,3220.2,1.75267,3220.2,1.57042,3125.3
TOI-1691 b,TOI-1691,TIC 268334473,0.129365,3.66,14.6,,5759.0,1.0,1.03,0.932,6.6,G2V,0.00100,0.1,1.23,22.3,0.27130,55.7,0.66970,55.7,0.75630,55.7,0.97119,55.7,1.04188,55.7,1.00086,57.9
TOI-2420 b,TOI-2420,TIC 268532343,0.0684,15.02003414,294.626933289,,5707.0,2.369,1.158,4.860,5.3,G3V,0.00100,0.1,1.23,49.5,0.85887,1038.8,2.12008,1038.8,2.39422,1038.8,3.07451,1038.8,3.29830,1038.8,3.09473,1055.7
TOI-2529 b,TOI-2529,TIC 269333648,0.327,11.54525012,743.71847238,,5802.0,1.7,1.11,2.910,7.23,G2V,0.00100,0.1,1.23,89.7,0.00160,27.2,0.00396,27.2,0.00447,27.2,0.00574,27.2,0.00616,27.2,0.00597,28.6
HD 191939 d,HD 191939,TIC 269701147,0.2132,2.995,2.8,G9 V,5348.0,0.94,0.81,0.650,8.7,G9V,0.00100,0.1,1.23,10.8,1.03787,14.3,2.56193,14.3,2.89320,14.3,3.71527,14.3,3.98570,14.3,3.93477,15.3
