pl_name,hostname,tic_id,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma,v_esc,"Loss/0.01protoatm., t=0.1 Gyr",insol_0.1_Gyr,"Loss/0.01protoatm., t=0.6 Gyr",insol_0.6_Gyr,"Loss/0.01protoatm., t=1.0 Gyr",insol_1.0_Gyr,"Loss/0.01protoatm., t=5.0 Gyr",insol_5.0_Gyr,"Loss/0.01protoatm., t=10.0 Gyr",insol_10.0_Gyr,"Loss/0.01protoatm., star_age",insol_star_age
TOI-942 b,TOI-942,TIC 146520535,0.04866,3.89,16.0,K2.5 V,4969.0,0.894,0.822,0.438,0.053,K2V,0.00100,0.1,1.23,22.7,0.90088,185.0,2.22378,185.0,2.51132,185.0,3.22489,185.0,3.45962,185.0,0.47747,27.7
NGTS-34 b,NGTS-34,TIC 147277741,0.257,3.65,19.1,F8 V,6134.0,1.367,1.266,2.380,2.7,F8V,0.00100,0.1,1.23,25.6,0.10173,36.0,0.25112,36.0,0.28359,36.0,0.36417,36.0,0.39068,36.0,0.33678,33.6
TOI-2005 b,TOI-2005,TIC 147660886,0.16,11.99360935,2034.1018048,,7130.0,2.02,1.59,9.170,1.6,F0V,0.00100,0.1,1.23,145.6,0.00316,358.2,0.00781,358.2,0.00882,358.2,0.01132,358.2,0.01215,358.2,0.00965,308.1
TOI-1194 b,TOI-1194,TIC 147950620,0.034,8.71664516,120.0,,5394.0,0.9608,0.9835,0.706,4.9,G9V,0.00100,0.1,1.23,41.5,0.59492,610.7,1.46854,610.7,1.65842,610.7,2.12965,610.7,2.28466,610.7,2.12475,615.2
TOI-640 b,TOI-640,TIC 147977348,0.06608,19.2794468,181.16219199,,6460.0,2.082,1.536,6.830,1.99,F5V,0.00100,0.1,1.23,34.3,7.23370,1564.2,17.85607,1564.2,20.16492,1564.2,25.89459,1564.2,27.77938,1564.2,22.87585,1395.2
TOI-2986 b,TOI-2986,TIC 148497855,0.04489,9.292245,96.619835728,,5906.0,1.458,1.122,2.332,6.3,G0V,0.00100,0.1,1.23,36.1,2.10665,1157.3,5.20017,1157.3,5.87257,1157.3,7.54120,1157.3,8.09011,1157.3,7.73403,1198.3
TOI-2525 b,TOI-2525,TIC 149601126,0.1511,8.67575106,26.697586188,K8 V,5096.0,0.785,0.849,0.363,3.99,K2V,0.00100,0.1,1.23,19.6,0.30852,15.9,0.76158,15.9,0.86006,15.9,1.10443,15.9,1.18482,15.9,1.07537,15.6
TOI-2525 c,TOI-2525,TIC 149601126,0.249,10.13291855,208.813263399,K8 V,5096.0,0.785,0.849,0.363,3.99,K2V,0.00100,0.1,1.23,50.8,0.00296,5.9,0.00730,5.9,0.00825,5.9,0.01059,5.9,0.01136,5.9,0.01031,5.8
TOI-286 b,TOI-286,TIC 150030205,0.0503,1.42,4.53,K3 V,5152.0,0.78,0.832,0.386,nan,K1V,0.00100,0.1,1.23,20.0,0.45063,152.5,1.11237,152.5,1.25621,152.5,1.61314,152.5,1.73056,152.5,nan,nan
TOI-286 c,TOI-286,TIC 150030205,0.213,1.88,3.72,K3 V,5152.0,0.78,0.832,0.386,nan,K1V,0.00100,0.1,1.23,15.7,0.08648,8.5,0.21347,8.5,0.24108,8.5,0.30958,8.5,0.33211,8.5,nan,nan
TOI-220 b,TOI-220,TIC 150098860,0.08911,3.03,13.8,K0 V,5298.0,0.858,0.825,0.541,10.1,K0V,0.00100,0.1,1.23,23.9,0.21085,68.2,0.52047,68.2,0.58777,68.2,0.75477,68.2,0.80971,68.2,0.81044,73.9
TOI-2818 b,TOI-2818,TIC 151483286,0.0493,15.27784069,225.65816897,,5721.0,1.229,0.977,1.460,9.5,G3V,0.00100,0.1,1.23,43.0,0.89099,600.7,2.19936,600.7,2.48375,600.7,3.18948,600.7,3.42164,600.7,3.40570,647.6
TOI-5795 b,TOI-5795,TIC 151724385,0.064,5.62,23.66,G3 V,5715.0,1.082,0.901,1.130,10.2,G3V,0.00100,0.1,1.23,22.9,1.85281,275.9,4.57359,275.9,5.16497,275.9,6.63254,275.9,7.11531,275.9,7.12800,299.4
TOI-5800 b,TOI-5800,TIC 151759246,0.0344,2.46,9.5,K3 V,4850.0,0.773,0.778,0.309,8.1,K3V,0.00100,0.1,1.23,22.0,0.91229,261.1,2.25195,261.1,2.54313,261.1,3.26574,261.1,3.50345,261.1,3.43515,277.3
TOI-672 b,TOI-672,TIC 151825527,0.0376,5.31,50.9,M0 V,3810.0,0.54,0.54,0.048,nan,M0V,0.00100,0.6,1.23,34.6,0.04155,33.9,0.24929,82.5,0.36944,108.3,0.66760,152.4,0.76568,162.9,nan,nan
TOI-406 c,TOI-406,TIC 153065527,0.0322,1.32,2.08,M3,3392.0,0.41,0.408,0.019,nan,M3V,0.00100,0.6,1.23,14.0,0.20959,18.6,1.25755,45.2,1.86364,59.4,3.36772,83.6,3.86249,89.3,nan,nan
TOI-406.01,TOI-406,TIC 153065527,0.0809,2.08,6.57,M3,3392.0,0.41,0.408,0.019,nan,M3V,0.00100,0.6,1.23,19.9,0.01302,2.9,0.07813,7.2,0.11578,9.4,0.20923,13.2,0.23996,14.2,nan,nan
TOI-1238 b,TOI-1238,TIC 153951307,0.0139,1.21,3.76,K7/M0,4089.0,0.58,0.59,0.083,0.8,K7V,0.00100,0.1,1.23,19.7,1.13604,428.0,2.80426,428.0,3.16686,428.0,4.06669,428.0,4.36270,428.0,3.01369,320.3
TOI-1238 c,TOI-1238,TIC 153951307,0.037,2.11,8.32,K7/M0,4089.0,0.58,0.59,0.083,0.8,K7V,0.00100,0.1,1.23,22.2,0.17364,60.4,0.42861,60.4,0.48403,60.4,0.62157,60.4,0.66681,60.4,0.46062,45.2
TOI-1174 b,TOI-1174,TIC 154089169,0.07994,2.562,32.0,,5030.0,0.76,0.85,0.395,2.7,K2V,0.00100,0.1,1.23,39.5,0.02150,61.8,0.05307,61.8,0.05993,61.8,0.07696,61.8,0.08257,61.8,0.07118,57.7
TOI-5616 b,TOI-5616,TIC 154220877,0.0272,10.78,624.0,,3996.0,0.646,0.666,0.102,7.2,K8V,0.00100,0.1,1.23,85.1,0.00937,137.5,0.02312,137.5,0.02611,137.5,0.03353,137.5,0.03597,137.5,0.03486,144.3
TOI-3976 A b,TOI-3976 A,TIC 154293917,0.0743,12.27383387,55.619971225,,5975.0,1.501,1.254,2.588,3.8,F9.5V,0.00100,0.1,1.23,23.8,5.93463,468.8,14.64937,468.8,16.54358,468.8,21.24428,468.8,22.79059,468.8,20.56061,458.1
TOI-1135 b,TOI-1135,TIC 154872375,0.0815,9.91994792,58.798255295,G0,6320.0,1.202,1.119,2.080,3.3,F6V,0.00100,0.1,1.23,27.2,1.87273,313.1,4.62276,313.1,5.22050,313.1,6.70385,313.1,7.19181,313.1,6.37179,300.5
TOI-3714 b,TOI-3714,TIC 155867025,0.027,11.32107051,222.4798849,M2,3660.0,0.51,0.53,0.039,2.9,M1V,0.00100,0.6,1.23,49.6,0.03339,53.8,0.20032,130.7,0.29687,171.5,0.53646,241.4,0.61527,258.0,0.46507,211.3
TOI-3912 b,TOI-3912,TIC 156648452,0.0463,14.28024141,129.038333242,,5725.0,1.392,1.088,1.876,7.5,G3V,0.00100,0.1,1.23,33.6,3.24167,875.1,8.00193,875.1,9.03660,875.1,11.60427,875.1,12.44891,875.1,12.11461,922.4
TOI-4465 b,TOI-4465,TIC 157236902,0.416,14.01122587,1872.00931723,G V,5545.0,1.014,0.93,0.846,nan,G7V,0.00100,0.1,1.23,129.2,0.00008,4.9,0.00020,4.9,0.00023,4.9,0.00029,4.9,0.00031,4.9,nan,nan
TOI-2589 b,TOI-2589,TIC 157698565,0.3,12.10569916,1112.3994245,,5579.0,1.07,0.93,0.990,11.0,G6V,0.00100,0.1,1.23,107.2,0.00033,11.0,0.00082,11.0,0.00093,11.0,0.00120,11.0,0.00128,11.0,0.00129,12.0
TOI-1180 b,TOI-1180,TIC 158002130,0.080799,3.072,10.0,,4738.0,0.73,0.75,0.265,5.0,K3V,0.00100,0.1,1.23,20.2,0.24925,40.6,0.61526,40.6,0.69482,40.6,0.89224,40.6,0.95718,40.6,0.89224,41.0
TOI-1416 b,TOI-1416,TIC 158025009,0.019,1.62,3.48,G9 V,4884.0,0.793,0.798,0.347,6.9,K3V,0.00100,0.1,1.23,16.4,7.14054,960.3,17.62612,960.3,19.90523,960.3,25.56112,960.3,27.42164,960.3,26.46259,1003.8
TOI-674 b,TOI-674,TIC 158588995,0.025,5.25,23.6,M2 V,3514.0,0.42,0.42,0.024,nan,M2.5V,0.00100,0.6,1.23,23.7,0.21395,38.9,1.28371,94.5,1.90241,124.0,3.43777,174.5,3.94283,186.6,nan,nan
TOI-2019 b,TOI-2019,TIC 159781361,0.128,5.33275337,34.4,,5626.0,1.7457,1.1832,2.759,6.4,G6V,0.00100,0.1,1.23,28.4,0.45709,168.4,1.12830,168.4,1.27419,168.4,1.63624,168.4,1.75534,168.4,1.68085,174.7
TOI-5344 b,TOI-5344,TIC 16005254,0.04041,10.60369574,130.945303684,,3747.0,0.588,0.612,0.061,10.9,M0.5V,0.00100,0.6,1.23,39.3,0.05528,37.5,0.33171,91.2,0.49158,119.7,0.88831,168.5,1.01882,180.1,1.03364,198.0
TOI-3568 b,TOI-3568,TIC 160390955,0.0485,5.3,26.4,,4969.0,0.719,0.78,2.138,6.1,K2V,0.00100,0.1,1.23,25.0,4.11214,908.9,10.15064,908.9,11.46316,908.9,14.72030,908.9,15.79175,908.9,15.04535,937.9
TOI-1080 b,TOI-1080,TIC 161032923,0.0272,1.2,10.7,M4.0&plusmn;1.0 V,3065.0,0.2019,0.1667,0.003,6.0,M5V,0.00010,0.6,1.23,33.4,0.00014,0.4,0.00084,1.1,0.00124,1.4,0.00225,2.0,0.00258,2.1,0.00234,2.1
TOI-3593 b,TOI-3593,TIC 162289289,0.0481,11.02963701,565.73456446,,5550.0,0.918,1.015,0.722,1.8,G7V,0.00100,0.1,1.23,80.1,0.02771,312.1,0.06840,312.1,0.07725,312.1,0.09919,312.1,0.10641,312.1,0.08622,273.9
TOI-2641 b,TOI-2641,TIC 162802770,0.0607,18.10250383,122.681765102,F9 V,6100.0,1.336,1.16,2.190,10.8,F9V,0.00100,0.1,1.23,29.1,4.96193,594.4,12.24830,594.4,13.83205,594.4,17.76229,594.4,19.05516,594.4,19.18641,648.2
TOI-1278 b,TOI-1278,TIC 163539739,0.095,12.21778896,5879.8255295,M0 V,3799.0,0.573,0.54,0.061,nan,M0.5V,0.00100,0.6,1.23,245.3,0.00001,6.8,0.00005,16.5,0.00007,21.7,0.00012,30.5,0.00014,32.6,nan,nan
HIP 8152 b,HIP 8152,TIC 164767175,0.093,2.53625843,8.9,,5618.0,0.9603,0.9373,0.831,6.0,G6V,0.00100,0.1,1.23,20.9,0.41915,96.1,1.03465,96.1,1.16843,96.1,1.50043,96.1,1.60964,96.1,1.53086,99.0
HIP 8152 c,HIP 8152,TIC 164767175,0.139,2.52442508,10.7,,5618.0,0.9603,0.9373,0.831,6.0,G6V,0.00100,0.1,1.23,23.0,0.12800,43.0,0.31597,43.0,0.35683,43.0,0.45822,43.0,0.49157,43.0,0.46751,44.3
TOI-4666 b,TOI-4666,TIC 165202476,0.034,12.53164042,155.418091023,M2&plusmn;0.5,3793.0,0.585,0.576,0.064,3.0,M0.5V,0.00100,0.6,1.23,39.4,0.09524,55.2,0.57143,134.1,0.84684,176.0,1.53030,247.7,1.75512,264.8,1.34010,219.0
TOI-3894 b,TOI-3894,TIC 165464482,0.05354,15.27784069,260.61929374,,6000.0,1.502,1.138,2.624,5.7,F9.5V,0.00100,0.1,1.23,46.2,1.01791,915.4,2.51266,915.4,2.83755,915.4,3.64382,915.4,3.90904,915.4,3.69725,937.8
TOI-4336 A b,TOI-4336 A,TIC 166184428,0.0849,2.137,3.33,M3.5 V,3307.0,0.326,0.306,0.011,6.7,M3.5V,0.00100,0.6,1.23,14.0,0.02845,1.5,0.17068,3.7,0.25294,4.9,0.45708,6.8,0.52423,7.3,0.48674,7.4
NGTS-31 b,NGTS-31,TIC 167714124,0.064,18.04645893,355.96781584,,5710.0,1.7,0.96,2.773,9.97,G3V,0.00100,0.1,1.23,49.7,0.66516,677.1,1.64192,677.1,1.85423,677.1,2.38109,677.1,2.55440,677.1,2.55371,733.2
TOI-2524 b,TOI-2524,TIC 169249234,0.073,11.2089807,203.41018048,,5831.0,1.119,1.007,1.307,6.7,G1V,0.00100,0.1,1.23,47.6,0.17681,245.3,0.43646,245.3,0.49290,245.3,0.63295,245.3,0.67902,245.3,0.65330,255.6
TOI-329 b,TOI-329,TIC 169765334,0.0638,4.94057819,40.4,,5614.0,1.5326,1.0678,2.114,8.7,G6V,0.00100,0.1,1.23,32.0,0.81276,519.3,2.00626,519.3,2.26567,519.3,2.90944,519.3,3.12121,519.3,3.08133,555.3
TOI-2449 b,TOI-2449,TIC 170729775,0.45,11.24,222.0,G,6021.0,1.065,1.079,1.406,2.5,F9V,0.00100,0.1,1.23,49.7,0.00424,6.9,0.01046,6.9,0.01181,6.9,0.01517,6.9,0.01628,6.9,0.01388,6.4
TOI-1899 b,TOI-1899,TIC 172370679,0.1525,11.09689089,212.94503269,M0,3926.0,0.607,0.632,0.088,7.1,K9V,0.00100,0.1,1.23,49.0,0.00241,3.8,0.00594,3.8,0.00671,3.8,0.00862,3.8,0.00925,3.8,0.00895,4.0
TOI-1789 b,TOI-1789,TIC 172518755,0.04882,16.14093221,222.4798849,F,5991.0,2.168,1.507,5.450,2.73,F9.5V,0.00100,0.1,1.23,41.5,4.11472,2286.7,10.15702,2286.7,11.47035,2286.7,14.72954,2286.7,15.80167,2286.7,13.64311,2138.5
TIC 172900988 b,TIC 172900988 Aa,TIC 172900988,0.90281,11.25,942.0,F9,6050.0,1.3842,1.2384,4.688,3.1,F9V,0.00100,0.1,1.23,102.3,0.00020,5.8,0.00048,5.8,0.00054,5.8,0.00070,5.8,0.00075,5.8,0.00066,5.5
TOI-6651 b,TOI-6651,TIC 174328045,0.0633,5.09,61.0,,5940.0,1.721,1.323,3.330,3.71,G0V,0.00100,0.1,1.23,38.7,0.62382,831.1,1.53987,831.1,1.73898,831.1,2.23309,831.1,2.39563,831.1,2.15473,809.6
HR 858 b,HR 858,TIC 178155732,0.04888,2.004,3.55,F6 V,6354.0,1.258,1.204,2.310,2.0,F6V,0.00100,0.1,1.23,14.9,13.07723,966.8,32.28058,966.8,36.45457,966.8,46.81279,966.8,50.22016,966.8,41.38838,863.0
HR 858 c,HR 858,TIC 178155732,0.0687,1.979,3.8,F6 V,6354.0,1.258,1.204,2.310,2.0,F6V,0.00100,0.1,1.23,15.5,5.56415,489.4,13.73485,489.4,15.51082,489.4,19.91807,489.4,21.36785,489.4,17.61007,436.9
HR 858 d,HR 858,TIC 178155732,0.1046,2.001,7.1,F6 V,6354.0,1.258,1.204,2.310,2.0,F6V,0.00100,0.1,1.23,21.1,0.71073,211.1,1.75440,211.1,1.98125,211.1,2.54420,211.1,2.72939,211.1,2.24939,188.5
TOI-2842 b,TOI-2842,TIC 178162579,0.0475,12.84549188,117.59651059,,5910.0,1.265,1.135,1.760,4.7,G0V,0.00100,0.1,1.23,33.8,2.53232,780.1,6.25091,780.1,7.05918,780.1,9.06498,780.1,9.72479,780.1,9.00080,782.0
TOI-3540 A b,TOI-3540 A,TIC 17865622,0.04289,23.53885947,375.03752026,,5810.0,1.228,1.081,1.549,6.0,G2V,0.00100,0.1,1.23,44.6,1.65378,842.1,4.08227,842.1,4.61012,842.1,5.92005,842.1,6.35095,842.1,6.04013,867.4
TOI-762 A b,TOI-762 A,TIC 178709444,0.03418,8.33948164,79.774930157,,3266.0,0.425,0.442,0.018,9.3,M3.5V,0.00100,0.6,1.23,34.6,0.03057,15.8,0.18340,38.5,0.27179,50.5,0.49114,71.1,0.56329,76.0,0.55627,81.3
TOI-763 c,TOI-763,TIC 178819686,0.1011,2.63,9.32,G,5450.0,0.897,0.917,0.702,nan,G8V,0.00100,0.1,1.23,21.0,0.30458,68.7,0.75183,68.7,0.84905,68.7,1.09029,68.7,1.16965,68.7,nan,nan
TOI-763 b,TOI-763,TIC 178819686,0.06,2.28,9.79,G,5450.0,0.897,0.917,0.702,nan,G8V,0.00100,0.1,1.23,23.2,0.51062,195.0,1.26045,195.0,1.42342,195.0,1.82788,195.0,1.96092,195.0,nan,nan
TOI-163 b,TOI-163,TIC 179317684,0.058,16.690201,387.7526,F,6495.0,1.648,1.4352,4.330,1.823,F5V,0.00100,0.1,1.23,53.9,0.84303,1287.2,2.08097,1287.2,2.35005,1287.2,3.01780,1287.2,3.23745,1287.2,2.62847,1131.9
TOI-4507 b,TOI-4507,TIC 179582003,0.456,8.2,20.0,F,6260.0,1.04,1.11,1.410,0.7,F7V,0.00100,0.1,1.23,17.5,0.19797,6.8,0.48869,6.8,0.55187,6.8,0.70868,6.8,0.76027,6.8,0.50854,4.9
TOI-1807 b,TOI-1807,TIC 180695581,0.0122,1.49681583,2.44,,4914.0,0.746,0.8048,0.293,2.1,K3V,0.00100,0.1,1.23,14.3,23.48592,1968.6,57.97398,1968.6,65.47021,1968.6,84.07295,1968.6,90.19239,1968.6,74.90313,1770.8
LP 791-18 c,LP 791-18,TIC 181804752,0.02961,2.488,7.16,M(6.1 +/- 0.7) V,2960.0,0.182,0.139,0.002,0.5,M5.5V,0.00010,0.6,1.23,19.0,0.00167,0.3,0.01002,0.6,0.01484,0.8,0.02682,1.2,0.03076,1.3,0.00835,0.4
TOI-169 b,TOI-169,TIC 183120439,0.03524,12.172974,251.40353,G1 V,5880.0,1.288,1.147,1.789,4.7,G1V,0.00100,0.1,1.23,50.8,0.87080,1440.6,2.14953,1440.6,2.42747,1440.6,3.11721,1440.6,3.34410,1440.6,3.09514,1444.2
LTT 9779 b,LTT 9779,TIC 183985250,0.01679,4.72,29.32,G7 V,5443.0,0.949,1.02,0.680,2.0,G8V,0.00100,0.1,1.23,27.9,6.24940,2412.2,15.42638,2412.2,17.42106,2412.2,22.37109,2412.2,23.99942,2412.2,19.77885,2153.3
TOI-6303 b,TOI-6303,TIC 186810676,0.0761,11.59,2493.0,,3977.0,0.609,0.644,0.082,6.4,K8V,0.00100,0.1,1.23,164.0,0.00008,14.1,0.00019,14.1,0.00021,14.1,0.00027,14.1,0.00029,14.1,0.00028,14.7
GJ 3929 b,GJ 3929,TIC 188589164,0.0252,1.09,1.75,M3.5 V,3384.0,0.32,0.313,0.011,7.1,M3V,0.00100,0.6,1.23,14.2,0.15373,17.2,0.92239,41.7,1.36695,54.7,2.47016,77.0,2.83307,82.4,2.66098,83.8
TOI-615 b,TOI-615,TIC 190496853,0.0678,18.97680433,138.255357045,F2 V,6850.0,1.732,1.449,5.860,1.7,F2V,0.00100,0.1,1.23,30.2,9.65334,1274.8,23.82886,1274.8,26.91001,1274.8,34.55623,1274.8,37.07149,1274.8,29.74947,1108.1
TOI-6041 b,TOI-6041,TIC 192415680,0.1651,4.55,28.9,G7,5445.0,0.879,0.885,0.613,7.9,G8V,0.00100,0.1,1.23,28.2,0.05372,22.5,0.13261,22.5,0.14975,22.5,0.19230,22.5,0.20630,22.5,0.20179,23.8
Ross 176 b,Ross 176,TIC 193336820,0.0464,1.84,4.57,K7 V,4041.0,0.569,0.577,0.078,3.0,K8V,0.00100,0.1,1.23,17.6,0.22835,36.1,0.56368,36.1,0.63657,36.1,0.81744,36.1,0.87694,36.1,0.76710,34.2
TOI-5688 A b,TOI-5688 A,TIC 193634953,0.03379,10.3,124.0,,3713.0,0.57,0.6,0.059,7.2,M1V,0.00100,0.6,1.23,38.8,0.07791,51.8,0.46748,125.8,0.69279,165.1,1.25191,232.3,1.43584,248.4,1.35232,253.4
TOI-824 b,TOI-824,TIC 193641523,0.02177,2.926,18.467,K4 V,4600.0,0.695,0.71,0.195,7.5,K4V,0.00100,0.1,1.23,28.1,0.64014,411.4,1.58016,411.4,1.78448,411.4,2.29152,411.4,2.45831,411.4,2.39230,433.7
TOI-4487 A b,TOI-4487 A,TIC 193754373,0.05448,14.60530185,397.28550875,,6206.0,1.634,1.378,3.570,2.45,F8V,0.00100,0.1,1.23,58.3,0.50287,1202.8,1.24131,1202.8,1.40181,1202.8,1.80012,1202.8,1.93115,1202.8,1.64160,1107.5
TOI-6038 A b,TOI-6038 A,TIC 194736418,0.069,6.41,78.5,,6110.0,1.648,1.291,3.410,3.65,F9V,0.00100,0.1,1.23,39.1,0.64836,716.2,1.60046,716.2,1.80740,716.2,2.32096,716.2,2.48989,716.2,2.23490,696.3
TOI-3331 A b,TOI-3331 A,TIC 194795551,0.03144,12.97999965,721.47048389,,5609.0,0.952,1.016,0.807,2.1,G6V,0.00100,0.1,1.23,83.4,0.07265,816.4,0.17933,816.4,0.20252,816.4,0.26006,816.4,0.27899,816.4,0.23169,734.4
TOI-858 B b,TOI-858 B,TIC 198008005,0.04435,14.06727078,349.6112477,G0,5842.0,1.308,1.081,1.790,6.8,G1V,0.00100,0.1,1.23,55.7,0.43899,910.0,1.08362,910.0,1.22374,910.0,1.57146,910.0,1.68584,910.0,1.62445,949.8
TOI-1798.01,TOI-1798,TIC 198153540,0.074984,2.448,6.5,,5165.0,0.78,0.87,0.384,2.6,K1V,0.00100,0.1,1.23,18.2,0.50226,68.3,1.23982,68.3,1.40013,68.3,1.79796,68.3,1.92883,68.3,1.65383,63.4
TOI-1798.02,TOI-1798,TIC 198153540,0.010789,1.464,5.6,,5165.0,0.78,0.87,0.384,2.6,K1V,0.00100,0.1,1.23,21.9,6.99112,3298.9,17.25727,3298.9,19.48869,3298.9,25.02622,3298.9,26.84781,3298.9,23.01999,3063.7
TOI-1269 b,TOI-1269,TIC 198241702,0.0496,2.40144286,6.4,,5499.0,0.8521,0.9027,0.603,3.1,G8V,0.00100,0.1,1.23,18.3,1.75528,245.1,4.33282,245.1,4.89307,245.1,6.28339,245.1,6.74074,245.1,5.92270,233.3
TOI-1437 b,TOI-1437,TIC 198356533,0.14,2.24,9.6,,6008.0,1.17,1.1,1.926,6.7,F9.5V,0.00100,0.1,1.23,23.1,0.25383,98.3,0.62656,98.3,0.70758,98.3,0.90863,98.3,0.97476,98.3,0.93784,102.4
HD 332231 b,HD 332231,TIC 199376584,0.145,9.07303305,74.1,F8,6128.0,1.266,1.1642,2.032,2.9,F8V,0.00100,0.1,1.23,32.0,0.27844,96.6,0.68733,96.6,0.77620,96.6,0.99675,96.6,1.06930,96.6,0.93104,91.1
TOI-1410.01,TOI-1410,TIC 199444169,0.0207,3.10083009,12.5,,4635.0,0.7558,0.7941,0.239,6.6,K4V,0.00100,0.1,1.23,22.4,2.25427,557.8,5.56456,557.8,6.28407,557.8,8.06963,557.8,8.65700,557.8,8.31619,580.4
TOI-257 b,TOI-257,TIC 200723869,0.1528,7.16253867,43.860320166,,6095.0,1.867,1.407,4.330,nan,F9V,0.00100,0.1,1.23,27.7,0.75030,185.5,1.85207,185.5,2.09155,185.5,2.68585,185.5,2.88134,185.5,nan,nan
TOI-2379 b,TOI-2379,TIC 201177276,0.05263,11.72459381,1830.69162432,,3707.0,0.622,0.645,0.074,10.4,M1V,0.00100,0.6,1.23,139.7,0.00027,26.8,0.00164,65.2,0.00243,85.5,0.00439,120.4,0.00503,128.7,0.00507,140.3
TOI-1634 b,TOI-1634,TIC 201186294,0.01545,1.773,7.57,M2,3472.0,0.45,0.451,0.026,nan,M2.5V,0.00100,0.6,1.23,23.1,0.22783,110.6,1.36697,268.8,2.02580,352.8,3.66075,496.4,4.19857,530.7,nan,nan
HIP 65 A b,HIP 65 A,TIC 201248411,0.01782,22.75427,1021.18779,K4 V,4590.0,0.7242,0.781,0.210,4.1,K4V,0.00100,0.1,1.23,74.9,0.15816,661.0,0.39042,661.0,0.44090,661.0,0.56618,661.0,0.60739,661.0,0.55312,652.0
TOI-3984 A b,TOI-3984 A,TIC 20182780,0.041,7.9,44.0,M4+/-0.5,3476.0,0.47,0.49,0.027,2.9,M2.5V,0.00100,0.6,1.23,26.4,0.08556,15.9,0.51335,38.6,0.76076,50.6,1.37474,71.2,1.57671,76.1,1.19181,62.3
TOI-5386 A b,TOI-5386 A,TIC 202425357,0.04856,14.70618268,155.100262616,,6094.0,1.245,1.165,1.927,3.4,F9V,0.00100,0.1,1.23,36.3,2.28839,817.2,5.64878,817.2,6.37919,817.2,8.19177,817.2,8.78803,817.2,7.81647,787.3
TOI-4551 b,TOI-4551,TIC 204650483,0.0994,11.85910158,473.56432643,,4896.0,3.55,1.31,6.350,4.92,K3V,0.00100,0.1,1.23,70.6,0.10123,642.7,0.24989,642.7,0.28220,642.7,0.36239,642.7,0.38877,642.7,0.36172,647.7
TOI-4406 b,TOI-4406,TIC 206541859,0.201,11.2089807,95.3485221,,6219.0,1.29,1.19,2.300,2.9,F8V,0.00100,0.1,1.23,32.6,0.18678,56.9,0.46107,56.9,0.52069,56.9,0.66863,56.9,0.71730,56.9,0.62455,53.7
TOI-558 b,TOI-558,TIC 207110080,0.1291,12.17295304,1147.36054927,F V,6466.0,1.496,1.349,3.520,1.79,F5V,0.00100,0.1,1.23,108.5,0.00613,211.2,0.01513,211.2,0.01709,211.2,0.02194,211.2,0.02354,211.2,0.01905,185.2
HD 18599 b,HD 18599,TIC 207141131,0.048,2.6,24.1,K2 V,5145.0,0.767,0.863,0.372,0.4,K1V,0.00100,0.1,1.23,34.0,0.10348,161.5,0.25545,161.5,0.28848,161.5,0.37045,161.5,0.39741,161.5,0.22632,99.6
TOI-1836 c,TOI-1836,TIC 207468071,0.03089,2.59987579,8.0,,6237.0,1.6454,1.2518,3.714,3.2,F7V,0.00100,0.1,1.23,19.6,22.63674,3892.3,55.87781,3892.3,63.10299,3892.3,81.03311,3892.3,86.93128,3892.3,76.70653,3720.0
TOI-1836 b,TOI-1836,TIC 207468071,0.1597,8.00321222,38.457237247,,6380.0,1.577,1.307,3.700,6.6,F6V,0.00100,0.1,1.23,24.5,1.06502,145.1,2.62896,145.1,2.96890,145.1,3.81248,145.1,4.08998,145.1,3.92897,151.0
TOI-559 b,TOI-559,TIC 209459275,0.0723,12.22899794,1910.14872607,G V,5925.0,1.233,1.026,1.688,6.8,G0V,0.00100,0.1,1.23,139.7,0.00343,322.9,0.00846,322.9,0.00956,322.9,0.01227,322.9,0.01317,322.9,0.01269,337.0
TOI-5678 b,TOI-5678,TIC 209464063,0.249,4.91,20.0,G7 V,5485.0,0.938,0.905,0.740,8.5,G8V,0.00100,0.1,1.23,22.6,0.07482,11.9,0.18469,11.9,0.20858,11.9,0.26784,11.9,0.28734,11.9,0.28304,12.7
TOI-6130 b,TOI-6130,TIC 210083929,0.036,14.3474953,333.71982735,F,6110.0,1.51,1.31,2.890,0.3,F9V,0.00100,0.1,1.23,53.9,1.25254,2229.9,3.09184,2229.9,3.49162,2229.9,4.48373,2229.9,4.81009,2229.9,2.46850,1239.5
TOI-2406 b,TOI-2406,TIC 212957629,0.02267,2.86,15.6,M4 V,3100.0,0.204,0.166,0.003,nan,M4.5V,0.00010,0.6,1.23,26.1,0.00137,0.7,0.00820,1.6,0.01215,2.1,0.02196,3.0,0.02519,3.2,nan,nan
TOI-1776 b,TOI-1776,TIC 21535395,0.0378,1.21612741,1.4,,5785.0,0.9356,0.9196,0.885,5.1,G2V,0.00100,0.1,1.23,12.0,12.03842,619.4,29.71631,619.4,33.55873,619.4,43.09412,619.4,46.23083,619.4,43.19085,626.8
TOI-2128 b,TOI-2128,TIC 21832928,0.127,2.08874836,4.5,,5968.0,1.1174,1.0251,1.433,4.7,F9.5V,0.00100,0.1,1.23,16.4,0.84685,88.8,2.09042,88.8,2.36072,88.8,3.03149,88.8,3.25215,88.8,3.01003,89.1
